ENVIRONMENT,USERID,STATUS,CHANGEDATE,MEMO,CHANGEBY
N08,SILVIOMEDEIROS,ACTIVE,2024-06-04-15.28.06.000000,,LEONARDOFRANCISCO
N08,SILVIOMEDEIROS,INACTIVE,2024-07-25-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SILVIOMEDEIROS,NEWREG,2024-06-04-15.18.35.000000,,MAXADMIN
N08,SILVIOPESSANHA,ACTIVE,2025-08-11-09.54.28.000000,,ITEAM
N08,SILVIOPESSANHA,INACTIVE,2025-10-01-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SLFMJUNIOR,NEWREG,2025-11-01-22.30.02.000000,,ITEAM
N08,SLFMJUNIOR,INACTIVE,2026-03-26-07.45.03.152000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SLFMJUNIOR,ACTIVE,2025-11-01-22.32.53.000000,,SILVERIOMAIA
N08,SNASCIMENTO,NEWREG,2025-12-16-14.24.43.957000,,ITEAM
N08,SNASCIMENTO,INACTIVE,2026-03-26-07.45.03.967000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SNASCIMENTO,ACTIVE,2025-12-16-14.25.43.430000,,UELITONJUNIOR
N08,SOARESBRUNO,NEWREG,2026-06-07-09.29.24.294000,,MAXADMIN
N08,SOARESBRUNO,ACTIVE,2026-06-07-09.41.38.336000,,LEONARDOFRANCISCO
N08,SONIACOSTA,INACTIVE,2020-03-11-10.47.16.000000,Integrantes sem acesso nos ultimos seis meses,MAXADOOG
N08,SONIACOSTA,ACTIVE,2019-04-02-18.36.14.000000,,THIAGOFROES
N08,SORAYAETIEL,NEWREG,2023-10-10-16.40.00.000000,,MAXADMIN
N08,SORAYAETIEL,INACTIVE,2024-01-31-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SORAYAETIEL,ACTIVE,2023-12-11-15.49.22.000000,,SILVERIOMAIA
N08,SORAYAMARTINS,ACTIVE,2024-11-12-15.37.51.000000,,ITEAM
N08,SORLANDO,NEWREG,2024-12-07-15.38.40.000000,,MAXADMIN
N08,SORLANDO,INACTIVE,2025-05-17-20.00.14.000000,,UELITONJUNIOR
N08,SOUZAOSWALD,INACTIVE,2025-05-17-20.00.21.000000,,UELITONJUNIOR
N08,SOUZAOSWALD,NEWREG,2025-04-05-16.27.52.000000,,ITEAM
N08,SOUZAOSWALDRABELO,INACTIVE,2025-05-17-20.00.37.000000,,UELITONJUNIOR
N08,SOUZAOSWALDRABELO,NEWREG,2025-04-05-17.38.01.000000,,ITEAM
N08,SPORTO,NEWREG,2025-11-18-14.15.31.000000,,ITEAM
N08,SPORTO,INACTIVE,2026-03-26-07.45.03.046000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SPORTO,ACTIVE,2025-11-18-14.16.00.000000,,LEONARDOFRANCISCO
N08,SSERRA,ACTIVE,2025-05-18-17.23.48.000000,,UELITONJUNIOR
N08,SSERRA,INACTIVE,2025-07-21-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SSERRA,NEWREG,2025-05-18-17.20.59.000000,,ITEAM
N08,SSIQUEIRA,NEWREG,2026-06-09-22.19.56.056000,,MAXADMIN
N08,SSIQUEIRA,ACTIVE,2026-06-09-22.21.01.084000,,LEONARDOFRANCISCO
N08,SSMINARINI,NEWREG,2026-02-22-08.55.54.660000,,ITEAM
N08,SSMINARINI,INACTIVE,2026-04-14-07.45.01.750000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SSMINARINI,ACTIVE,2026-02-22-09.05.01.247000,,SILVERIOMAIA
N08,STAR,ACTIVE,2014-01-23-19.43.00.000000,,MAXADMIN
N08,STAR,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,STEMEDEIROS,NEWREG,2025-04-07-16.03.02.000000,,ITEAM
N08,STEMEDEIROS,INACTIVE,2025-05-17-20.00.50.000000,,UELITONJUNIOR
N08,STEMEDEIROSMIRANDA,NEWREG,2025-04-07-16.03.28.000000,,ITEAM
N08,STEMEDEIROSMIRANDA,INACTIVE,2025-05-17-20.01.09.000000,,UELITONJUNIOR
N08,STEMEDEIROSNORBE,INACTIVE,2025-05-30-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,STEMEDEIROSNORBE,NEWREG,2025-04-09-07.28.16.000000,,ITEAM
N08,STEMEDEIROSNORBE,ACTIVE,2025-04-12-19.42.19.000000,,LEONARDOFRANCISCO
N08,STEMEDEIROSNORBEVIII,ACTIVE,2025-04-07-16.11.25.000000,,LEONARDOFRANCISCO
N08,STEMEDEIROSNORBEVIII,INACTIVE,2025-07-26-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,STEMEDEIROSNORBEVIII,ACTIVE,2025-05-10-07.09.46.000000,,MAXADMIN
N08,STEMEDEIROSNORBEVIII,BLOCKED,2025-05-10-07.08.59.000000,,MAXADMIN
N08,STEMEDEIROSNORBEVIII,NEWREG,2025-04-07-16.01.18.000000,,ITEAM
N08,STENIOSILVA,NEWREG,2023-12-31-16.06.39.000000,,MAXADMIN
N08,STENIOSILVA,INACTIVE,2024-02-27-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,STENIOSILVA,ACTIVE,2024-01-01-10.13.09.000000,,SILVERIOMAIA
N08,STEPHANOKAUTSHER,ACTIVE,2025-05-10-10.11.40.000000,,LEONARDOFRANCISCO
N08,STEPHANOKAUTSHER,ACTIVE,2025-10-12-08.25.57.000000,,SILVERIOMAIA
N08,STEPHANOKAUTSHER,INACTIVE,2025-12-02-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,STEPHANOKAUTSHER,ACTIVE,2025-07-11-06.21.57.000000,,SILVERIOMAIA
N08,STEPHANOKAUTSHER,INACTIVE,2025-09-03-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,STEPHANOKAUTSHER,INACTIVE,2025-07-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,STEPHANOKAUTSHER,NEWREG,2025-05-10-09.47.05.000000,,ITEAM
N08,STEPHENBURNHAM,ACTIVE,2014-05-13-12.47.50.000000,,MAXADMIN
N08,STEPHENBURNHAM,INACTIVE,2014-05-26-10.18.48.000000,,MAXADMIN
N08,STEVEWENTWORTH,BLOCKED,2020-03-28-16.12.10.000000,,MAXADMIN
N08,STEVEWENTWORTH,ACTIVE,2020-03-28-16.17.00.000000,,MAXADMIN
N08,STEVEWENTWORTH,ACTIVE,2018-04-07-07.11.05.000000,Ticket#07781,MAXADMIN
N08,STEVEWENTWORTH,BLOCKED,2018-04-07-06.12.55.000000,,MAXADMIN
N08,STEVEWENTWORTH,ACTIVE,2018-04-06-18.45.56.000000,,MAXADOOG
N08,STEVEWENTWORTH,ACTIVE,2017-09-06-09.24.02.000000,,MAXADOOG
N08,STEVEWENTWORTH,BLOCKED,2017-12-09-16.15.29.000000,,MAXADMIN
N08,STEVEWENTWORTH,BLOCKED,2018-04-06-18.21.16.000000,,MAXADMIN
N08,STEVEWENTWORTH,ACTIVE,2017-12-10-05.28.00.000000,,YURIMARTTOS
N08,STEVEWENTWORTH,INACTIVE,2023-04-30-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,SYLVIOGALVAO,NEWREG,2024-08-11-10.30.00.000000,,MAXADMIN
N08,SYLVIOGALVAO,ACTIVE,2024-08-11-10.30.30.000000,,SILVERIOMAIA
N08,SYLVIOGALVAO,INACTIVE,2024-10-01-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TADEUFERREIRA,ACTIVE,2024-06-29-10.15.46.000000,,LEONARDOFRANCISCO
N08,TADEUFERREIRA,NEWREG,2024-06-29-10.13.08.000000,,MAXADMIN
N08,TADEUFERREIRA,INACTIVE,2024-08-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TADMORARGOLO,ACTIVE,2014-05-28-14.34.45.000000,,MAXADMIN
N08,TADMORARGOLO,INACTIVE,2017-03-20-15.00.46.000000,Saneamento março/17,MAXADOOG
N08,TADMORFREITAS,ACTIVE,2014-05-13-12.18.52.000000,,MAXADMIN
N08,TADMORFREITAS,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,TAIONEPAULO,NEWREG,2025-04-27-15.23.56.000000,,ITEAM
N08,TAIONEPAULO,INACTIVE,2025-07-19-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TAIONEPAULO,ACTIVE,2025-04-27-15.48.32.000000,,SILVERIOMAIA
N08,TAIONESILVA,NEWREG,2024-01-30-11.55.47.000000,,MAXADMIN
N08,TAIONESILVA,INACTIVE,2024-04-01-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TAIONESILVA,ACTIVE,2024-01-30-11.56.56.000000,,SILVERIOMAIA
N08,TALMEIDA,NEWREG,2025-04-16-17.09.32.000000,,ITEAM
N08,TALMEIDA,INACTIVE,2026-06-18-07.45.01.519000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TALMEIDA,ACTIVE,2025-12-16-18.05.58.605000,,MAXADMIN
N08,TALMEIDA,BLOCKED,2025-12-16-18.04.23.447000,,MAXADMIN
N08,TALMEIDA,ACTIVE,2025-12-05-17.41.03.000000,,MAXADMIN
N08,TALMEIDA,BLOCKED,2025-12-05-17.36.27.000000,,MAXADMIN
N08,TALMEIDA,ACTIVE,2025-06-25-06.29.50.000000,,MAXADMIN
N08,TALMEIDA,ACTIVE,2025-09-10-07.52.34.000000,Ticket#2025091029000034,HELPDESK
N08,TALMEIDA,INACTIVE,2025-08-18-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TALMEIDA,BLOCKED,2025-06-25-06.21.19.000000,,MAXADMIN
N08,TALMEIDA,ACTIVE,2025-04-16-17.12.00.000000,,SILVERIOMAIA
N08,TALMEIDA,ACTIVE,2025-06-12-17.49.49.000000,,MAXADMIN
N08,TALMEIDA,BLOCKED,2025-06-12-17.41.29.000000,,MAXADMIN
N08,TALMEIDA,ACTIVE,2025-06-11-17.29.49.000000,,MAXADMIN
N08,TALMEIDA,BLOCKED,2025-06-11-17.29.32.000000,,MAXADMIN
N08,TALMEIDA,ACTIVE,2025-06-10-18.19.49.000000,,MAXADMIN
N08,TALMEIDA,ACTIVE,2025-06-10-18.39.49.000000,,MAXADMIN
N08,TALMEIDA,BLOCKED,2025-06-10-18.34.06.000000,,MAXADMIN
N08,TALMEIDA,BLOCKED,2025-06-10-18.19.23.000000,,MAXADMIN
N08,TAMIYRESMACHADO,ACTIVE,2025-02-13-10.01.38.000000,,ITEAM
N08,TAMIYRESMACHADO,INACTIVE,2025-04-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TAMYRESAM,ACTIVE,2025-05-04-15.56.59.000000,,SILVERIOMAIA
N08,TAMYRESAM,INACTIVE,2026-07-13-07.45.01.986000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TAMYRESAM,ACTIVE,2026-05-23-11.48.26.945000,,SILVERIOMAIA
N08,TAMYRESAM,INACTIVE,2025-06-24-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TAMYRESAM,NEWREG,2025-05-04-15.55.01.000000,,ITEAM
N08,TARCISIOBATISTA,NEWREG,2026-07-05-15.14.50.725000,,MAXADMIN
N08,TARCISIOBATISTA,ACTIVE,2026-07-05-15.15.56.374000,,LEONARDOFRANCISCO
N08,TARCISIOSANTOS,ACTIVE,2025-03-18-17.17.08.000000,,LEONARDOFRANCISCO
N08,TARCISIOSANTOS,NEWREG,2025-03-18-17.14.37.000000,,ITEAM
N08,TARCISIOSANTOS,INACTIVE,2025-05-08-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TARIKAMARO,INACTIVE,2020-03-11-10.47.16.000000,Integrantes sem acesso nos ultimos seis meses,MAXADOOG
N08,TARIKAMARO,ACTIVE,2019-08-20-14.19.25.000000,,THIAGOFROES
N08,TAVARESSOUZA,NEWREG,2026-06-04-14.24.56.865000,,MAXADMIN
N08,TAVARESSOUZA,ACTIVE,2026-06-04-14.26.40.414000,,LEONARDOFRANCISCO
N08,TAYRONROCHA,NEWREG,2025-04-26-17.04.49.000000,,ITEAM
N08,TAYRONROCHA,INACTIVE,2025-06-16-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TAYRONROCHA,ACTIVE,2025-04-26-17.13.03.000000,,SILVERIOMAIA
N08,TBERNARDO,NEWREG,2025-04-05-16.18.59.000000,,ITEAM
N08,TBERNARDO,INACTIVE,2025-05-17-20.01.18.000000,,UELITONJUNIOR
N08,TBFERNANDES,NEWREG,2026-07-05-01.03.24.227000,,MAXADMIN
N08,TBFERNANDES,ACTIVE,2026-07-05-01.03.55.726000,,LEONARDOFRANCISCO
N08,TBSILVA,NEWREG,2026-06-14-03.08.34.130000,,MAXADMIN
N08,TBSILVA,ACTIVE,2026-06-14-03.30.46.935000,,SILVERIOMAIA
N08,TDBRISETO,NEWREG,2026-07-11-14.49.45.572000,,MAXADMIN
N08,TDBRISETO,ACTIVE,2026-07-11-14.50.46.342000,,SILVERIOMAIA
N08,TFERREIRA,ACTIVE,2025-06-20-08.41.08.000000,,SILVERIOMAIA
N08,TFERREIRA,INACTIVE,2025-08-15-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TFERREIRA,NEWREG,2025-06-20-08.39.54.000000,,ITEAM
N08,TFREITAS,NEWREG,2025-06-15-14.48.43.000000,,ITEAM
N08,TFREITAS,INACTIVE,2025-08-05-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TFREITAS,ACTIVE,2025-06-15-14.51.03.000000,,SILVERIOMAIA
N08,THAISLAJSOUZA,NEWREG,2025-04-09-13.37.08.000000,,ITEAM
N08,THAISLAJSOUZA,INACTIVE,2025-05-17-20.01.26.000000,,UELITONJUNIOR
N08,THAISLANSOUZA,INACTIVE,2025-06-09-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THAISLANSOUZA,INACTIVE,2025-10-25-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THAISLANSOUZA,INACTIVE,2025-08-17-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THAISLANSOUZA,ACTIVE,2025-06-15-13.57.32.000000,,SILVERIOMAIA
N08,THAISLANSOUZA,ACTIVE,2025-08-22-16.42.11.000000,Ticket#2025082229000773,HELPDESK
N08,THAISLANSOUZA,NEWREG,2025-04-09-13.52.53.000000,,ITEAM
N08,THAISLANSOUZA,ACTIVE,2025-04-10-09.58.17.000000,Ticket#2025040929000948 — Erro ao acessar o Máximo.,ITEAM
N08,THAISSAMPAIO,ACTIVE,2017-01-10-17.16.55.000000,,MAXADMIN
N08,THAISSAMPAIO,INACTIVE,2017-03-20-15.00.46.000000,Saneamento março/17,MAXADOOG
N08,THAISSAMPAIO,ACTIVE,2017-07-04-19.04.48.000000,,MAXADOOG
N08,THAISSAMPAIO,INACTIVE,2019-08-26-14.57.21.000000,Ticket#093825 - Rescisão Contratual,JULINECAETANO
N08,THALESCAFERNANDES,NEWREG,2024-01-12-16.05.37.000000,,MAXADMIN
N08,THALESCAFERNANDES,INACTIVE,2024-03-04-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THALESCAFERNANDES,ACTIVE,2024-01-13-06.20.14.000000,,SILVERIOMAIA
N08,THALESMORAN,INACTIVE,2018-04-25-11.15.33.000000,Ticket#08682- DATA DE DESLIGAMENTO : 20/04/2018,MAXADMIN
N08,THALESMORAN,ACTIVE,2014-05-12-19.09.52.000000,,MAXADMIN
N08,THIAGOAZEVEDO,NEWREG,2025-05-25-15.53.46.000000,,ITEAM
N08,THIAGOAZEVEDO,INACTIVE,2025-08-29-06.00.02.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOAZEVEDO,ACTIVE,2025-08-28-14.17.20.000000,,LEONARDOFRANCISCO
N08,THIAGOAZEVEDO,INACTIVE,2025-07-21-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOAZEVEDO,ACTIVE,2025-05-28-09.29.31.000000,Ticket#2025052729000797 — correção de acesso ao maximo,ITEAM
N08,THIAGOBASTOS,ACTIVE,2024-11-22-09.48.13.000000,,ITEAM
N08,THIAGOBASTOS,INACTIVE,2025-01-24-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOBERNARDO,INACTIVE,2024-04-08-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOBERNARDO,NEWREG,2024-02-17-16.32.15.000000,,MAXADMIN
N08,THIAGOBERNARDO,ACTIVE,2024-02-17-16.34.00.000000,,LEONARDOFRANCISCO
N08,THIAGODESOUZA,NEWREG,2024-08-11-07.58.51.000000,,MAXADMIN
N08,THIAGODESOUZA,ACTIVE,2024-08-11-08.00.10.000000,,SILVERIOMAIA
N08,THIAGODESOUZA,INACTIVE,2024-10-01-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOFROES,INACTIVE,2020-01-21-18.10.42.000000,,MAXADMIN
N08,THIAGOFROES,ACTIVE,2018-12-28-13.18.40.000000,,MAXADMIN
N08,THIAGOGA,NEWREG,2025-05-11-07.35.44.000000,,ITEAM
N08,THIAGOGA,ACTIVE,2025-08-28-14.18.01.000000,,LEONARDOFRANCISCO
N08,THIAGOGA,INACTIVE,2025-09-06-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOGA,INACTIVE,2025-07-12-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOGA,ACTIVE,2025-05-11-07.41.00.000000,,UELITONJUNIOR
N08,THIAGOGOMES,ACTIVE,2024-05-08-06.19.56.000000,,LEONARDOFRANCISCO
N08,THIAGOGOMES,NEWREG,2024-05-07-15.45.01.000000,,MAXADMIN
N08,THIAGOGOMES,INACTIVE,2024-10-11-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOGOMES,INACTIVE,2025-02-05-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,THIAGOGOMES,ACTIVE,2025-02-04-06.12.22.000000,,SILVERIOMAIA
N08,THIAGOGOMES,INACTIVE,2025-02-02-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,THIAGOGOMES,ACTIVE,2025-01-27-06.50.32.000000,,SILVERIOMAIA
N08,THIAGOGOMES,ACTIVE,2025-01-26-14.25.25.000000,,SILVERIOMAIA
N08,THIAGOGOMES,NEWREG,2025-01-26-13.45.33.000000,,MAXADMIN
N08,THIAGOGOMES,ACTIVE,2025-02-01-06.50.41.000000,,SILVERIOMAIA
N08,THIAGOGOMES,INACTIVE,2025-01-31-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,THIAGOGOMES,ACTIVE,2025-01-30-10.53.59.000000,,ITEAM
N08,THIAGOGOMES,INACTIVE,2025-02-06-01.00.01.000000,Automatic Inativate expired user access,MAXADMIN
N08,THIAGOGOMES,ACTIVE,2025-02-05-06.13.41.000000,,SILVERIOMAIA
N08,THIAGOGOMES,INACTIVE,2025-02-04-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,THIAGOGOMES,ACTIVE,2025-02-02-06.52.20.000000,,SILVERIOMAIA
N08,THIAGOGOMES,INACTIVE,2025-01-27-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,THIAGOGOMES,INACTIVE,2025-02-03-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,THIAGOGOMES,ACTIVE,2025-02-03-05.56.50.000000,,SILVERIOMAIA
N08,THIAGOGOMES,INACTIVE,2025-01-28-01.00.00.000000,Automatic Inativate expired user access,MAXADMIN
N08,THIAGOLOUZA,ACTIVE,2025-03-11-10.53.02.000000,,ITEAM
N08,THIAGOLOUZA,INACTIVE,2026-03-26-07.45.01.928000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOLSILVEIRA,ACTIVE,2017-10-09-14.31.30.000000,,PAULOPARREIRA
N08,THIAGOLSILVEIRA,INACTIVE,2018-08-06-14.02.21.000000,Ticket#014580 — Rescisão Contratual - 03/08/18,JULINECAETANO
N08,THIAGOMARINHO,INACTIVE,2024-06-17-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOMARINHO,NEWREG,2024-04-27-13.30.32.000000,,MAXADMIN
N08,THIAGOMARINHO,ACTIVE,2024-04-27-13.31.25.000000,,SILVERIOMAIA
N08,THIAGOMARTINS,INACTIVE,2024-10-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOMARTINS,NEWREG,2024-08-12-15.54.01.000000,,MAXADMIN
N08,THIAGOMARTINS,ACTIVE,2024-08-12-16.02.15.000000,,SILVERIOMAIA
N08,THIAGOMELLO,ACTIVE,2024-03-26-15.55.23.000000,,SILVERIOMAIA
N08,THIAGOMELLO,NEWREG,2024-03-26-15.47.19.000000,,MAXADMIN
N08,THIAGOMELLO,INACTIVE,2024-05-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOMROMAO,NEWREG,2025-04-12-18.21.48.000000,,ITEAM
N08,THIAGOMROMAO,INACTIVE,2025-05-17-20.01.34.000000,,UELITONJUNIOR
N08,THIAGOPEREIRASANTOS,NEWREG,2024-07-13-15.55.49.000000,,MAXADMIN
N08,THIAGOPEREIRASANTOS,ACTIVE,2024-07-13-16.06.45.000000,,SILVERIOMAIA
N08,THIAGOPEREIRASANTOS,INACTIVE,2024-10-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGORISETO,NEWREG,2023-12-11-12.44.56.000000,,MAXADMIN
N08,THIAGORISETO,ACTIVE,2023-12-11-15.49.30.000000,,SILVERIOMAIA
N08,THIAGORISETO,INACTIVE,2024-01-31-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOROMAOMIRANDA,ACTIVE,2025-04-12-18.13.12.000000,,LEONARDOFRANCISCO
N08,THIAGOROMAOMIRANDA,NEWREG,2025-04-12-18.10.44.000000,,ITEAM
N08,THIAGOROMAOMIRANDA,INACTIVE,2025-06-12-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOSALMEIDA,NEWREG,2025-09-06-18.34.35.000000,,MAXREG
N08,THIAGOSILVAOLIVEIRA,NEWREG,2026-01-31-16.19.07.078000,,ITEAM
N08,THIAGOSILVAOLIVEIRA,INACTIVE,2026-03-26-07.45.04.479000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOSILVAOLIVEIRA,ACTIVE,2026-01-31-16.40.19.854000,,LEONARDOFRANCISCO
N08,THIAGOTELLES,INACTIVE,2024-10-03-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOTELLES,ACTIVE,2024-08-11-09.31.42.000000,,SILVERIOMAIA
N08,THIAGOTELLES,NEWREG,2024-08-11-09.28.09.000000,,MAXADMIN
N08,THIAGOTINOCO,ACTIVE,2025-06-09-09.41.02.000000,,MAXADOOG
N08,THIAGOTINOCO,ACTIVE,2025-11-05-09.23.24.000000,2025110529000352,HELPDESK
N08,THIAGOTINOCO,INACTIVE,2025-07-30-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THIAGOVIANASANTOS,NEWREG,2025-09-23-07.47.38.000000,,ITEAM
N08,THIAGOVIANASANTOS,ACTIVE,2025-09-23-07.49.33.000000,,LEONARDOFRANCISCO
N08,THIMOTHYMAYHUCH,ACTIVE,2014-05-14-15.43.31.000000,,MAXADMIN
N08,THIMOTHYMAYHUCH,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,THOMASRAINEY,ACTIVE,2017-07-11-14.45.47.000000,,PAULOPARREIRA
N08,THOMASRAINEY,ACTIVE,2021-08-24-10.59.43.000000,Ticket# 0210461,MAXADOOG
N08,THOMASRAINEY,ACTIVE,2021-03-29-15.23.38.000000,Ticket#0192432,ITEAM
N08,THOMASRAINEY,ACTIVE,2017-12-04-17.27.35.000000,,MAXADOOG
N08,THOMASRAINEY,BLOCKED,2017-12-04-17.06.40.000000,,MAXADMIN
N08,THOMASRAINEY,INACTIVE,2021-02-26-08.47.21.000000,Usuario sem acessar o sistema,MAXADOOG
N08,THOMASRAINEY,INACTIVE,2021-12-31-05.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THOMASRAINEY,INACTIVE,2021-08-21-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THOMASSCHLINGENSIEPEN,ACTIVE,2014-05-26-12.53.21.000000,,MAXADMIN
N08,THOMASSCHLINGENSIEPEN,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,THOMASSKELTON,ACTIVE,2014-05-12-17.01.35.000000,,MAXADMIN
N08,THOMASSKELTON,INACTIVE,2016-12-01-09.45.23.000000,Desativando usuarios que não acessaram o sistema em 2016,MAXADOOG
N08,THYAGODEMARINS,NEWREG,2024-07-13-15.52.20.000000,,MAXADMIN
N08,THYAGODEMARINS,ACTIVE,2024-07-13-16.06.23.000000,,SILVERIOMAIA
N08,THYAGODEMARINS,INACTIVE,2024-10-22-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THYAGONUNEZ,INACTIVE,2024-10-02-06.00.01.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,THYAGONUNEZ,NEWREG,2024-08-12-16.21.11.000000,,MAXADMIN
N08,THYAGONUNEZ,ACTIVE,2024-08-12-16.53.57.000000,,SILVERIOMAIA
N08,TIAGOALMENDRO,ACTIVE,2015-06-19-14.18.16.000000,,MAXADMIN
N08,TIAGOALMENDRO,BLOCKED,2025-02-08-22.52.55.000000,,MAXADMIN
N08,TIAGOALMENDRO,ACTIVE,2025-02-08-22.59.54.000000,,MAXADMIN
N08,TIAGOAQUINO,NEWREG,2025-12-12-13.32.51.263000,,ITEAM
N08,TIAGOAQUINO,ACTIVE,2026-06-07-10.58.09.861000,,HELPDESK
N08,TIAGOAQUINO,INACTIVE,2026-04-15-07.45.01.690000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TIAGOAQUINO,ACTIVE,2025-12-12-13.34.11.417000,,LEONARDOFRANCISCO
N08,TIAGOBARCELOS,ACTIVE,2024-07-12-10.27.33.000000,,SILVERIOMAIA
N08,TIAGOBARCELOS,NEWREG,2024-07-12-10.17.41.000000,,MAXADMIN
N08,TIAGOBARCELOS,INACTIVE,2024-09-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TIAGOBISPO,NEWREG,2024-03-16-13.22.42.000000,,MAXADMIN
N08,TIAGOBISPO,INACTIVE,2024-05-06-06.00.00.000000,Usuario inativo por mais de 50 dias,MAXADMIN
N08,TIAGOBISPO,ACTIVE,2024-03-16-13.25.38.000000,,LEONARDOFRANCISCO
N08,TIAGOEUGENES,NEWREG,2024-08-12-16.06.43.000000,,MAXADMIN
N08,TIAGOEUGENES,NEWREG,2025-06-21-15.52.38.000000,,ITEAM
N08,TIAGOEUGENES,INACTIVE,2025-07-07-16.09.02.000000,,LEONARDOFRANCISCO
N08,TIAGOEUGENES,ACTIVE,2024-08-12-16.09.34.000000,,SILVERIOMAIA
