ENVIRONMENT,NAME,PARENT,CHILD,WHERECLAUSE,CARDINALITY,DBJOINREQUIRED,REMARKS,MAXRELATIONSHIPID
BASE,INVBALANCESNOSTGBIN,INVENTORY,INVBALANCES,itemnum=:itemnum and location=:location and siteid=:siteid and itemsetid=:itemsetid and stagingbin=:NO,-,-,Relationship to the InvBalances table,used to find the on hand balances for a given inventory record.
BASE,ROTASSET,INVUSELINESPLIT,ASSET,assetnum=:rotassetnum and siteid=:siteid,-,-,Relationship to the Asset table,used to find the rotating asset which is issued/moved to a location. The resulting set will contain zero or one object.
BASE,USERPREF,INVUSE,USERPREF,-,-,-,Relationship to the USERPREF table,used to find USERPREF records. The resulting set will contain zero or one object.
BASE,INVRESERVE,ASSET,INVRESERVE,assetnum=:assetnum and siteid=:siteid,-,-,Relationship to the INVRESERVE table,used to find the ASSETS. The resulting set will contain zero or more objects.
BASE,INVUSELINE,INVENTORY,INVUSELINE,itemnum=:itemnum and fromstoreloc=:location and siteid=:siteid and itemsetid=:itemsetid,-,-,Relationship to the InvUseLine table,used to find the inventory Usage Line record information for the item number and storeroom. The resulting set will contain zero or one object.
BASE,INVRESERVE,PO,INVRESERVE,ponum=:ponum and siteid=:siteid and itemnum in (select itemnum from poline where ponum=:ponum and siteid=:siteid),-,-,Relationship to the InvReserve table,used to find PO records. The resulting set will contain zero or more objects.
BASE,LINESPLIT,SPLITUSELINE,LINESPLIT,invusenum=:invusenum and siteid=:siteid,-,-,Relationship to the LineSplit table,used to find SplitUseLine records. The resulting set will contain zero or more objects.
BASE,INVENTORY,LINESPLIT,INVENTORY,itemnum=:itemnum and location=:fromstoreloc and siteid=:siteid and itemsetid=:itemsetid,-,-,Relationship to the Inventory table. The resulting set will contain one object.,95876
BASE,SERVRECTRANS,PRLINE,SERVRECTRANS,polinenum in (select polinenum from prline where ponum=:ponum and siteid=:siteid and polinenum=:polinenum) and ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid) and ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid) and positeid = :siteid,-,-,Relationship to the SERVRECTRANS line table,used to find all SERVRECTRANS line records for a given purchase requisition line. (polinenum in (select polinenum from prline where ponum=prline.ponum and siteid=prline.siteid and polinenum=prline.polinenum) and positeid=prline.siteid). The resulting set will contain zero or more objects.
BASE,SERVRECTRANS,PR,SERVRECTRANS,polinenum in (select polinenum from prline where prnum=:prnum and siteid=:siteid) and ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid) and positeid = :siteid,-,-,Relationship to the SERVRECTRANS line table,used to find all SERVRECTRANS line records for a given purchase requisition. (polinenum in (select polinenum from prline where prnum=prline.prnum and siteid=prline.siteid) and positeid = pr.siteid). The resulting set will contain zero or more objects.
BASE,INVOICELINE,PRLINE,INVOICELINE,polinenum in (select polinenum from prline where ponum=:ponum and siteid=:siteid and polinenum=:polinenum) and ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid) and positeid = :siteid,-,-,Relationship to the INVOICELINE line table,used to find all INVOICELINE line records for a given purchase requisition line. (polinenum in (select polinenum from prline where ponum=prline.ponum and siteid=prline.siteid and polinenum=prline.polinenum) and positeid=prline.siteid). The resulting set will contain zero or more objects.
BASE,INVOICELINE,PR,INVOICELINE,polinenum in (select polinenum from prline where prnum=:prnum and siteid=:siteid) and ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid) and positeid = :siteid,-,-,Relationship to the INVOICELINE line table,used to find all INVOICELINE line records for a given purchase requisition. (polinenum in (select polinenum from prline where prnum=prline.prnum and siteid=prline.siteid) and positeid = pr.siteid). The resulting set will contain zero or more objects.
BASE,CONTRACTREFLINE,PR,CONTRACTLINE,contractlineid in (select contreflineid from prline where prnum=:prnum and siteid=:siteid),-,-,Relationship to the CONTRACTLINE line table,used to find all CONTRACTLINE line records for a given purchase requisition. (contractlineid in (select contreflineid from prline where prnum=:prnum and siteid=:siteid)). The resulting set will contain zero or more objects.
BASE,INVOICETRANS,PRLINE,INVOICETRANS,invoicelinenum in (select invoicelinenum from invoiceline where ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid) and siteid=:siteid and polinenum in (select polinenum from prline where ponum=:ponum and siteid=:siteid and polinenum=:polinenum)) and invoicenum in (select invoicenum from invoiceline where ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid) and polinenum=:polinenum and siteid=:siteid) and siteid = :siteid,-,-,Relationship to the INVOICETRANS line table,used to find all INVOICETRANS line records for a given purchase order line. (polinenum in (select polinenum from prline where ponum=prline.ponum and siteid=prline.siteid and polinenum=prline.polinenum) and positeid=prline.siteid). The resulting set will contain zero or more objects.
BASE,INVOICETRANS,PR,INVOICETRANS,invoicenum in (select invoicenum from invoiceline where ponum in (select ponum from prline where prnum=:prnum and siteid=:siteid) and siteid=:siteid) and siteid = :siteid,-,-,Relationship to the INVOICETRANS line table,used to find all INVOICETRANS line records for a given purchase order. (polinenum in (select polinenum from prline where prnum=prline.prnum and siteid=prline.siteid) and positeid = pr.siteid). The resulting set will contain zero or more objects.
BASE,POLINEVIEW,INVOICELINE,POLINE,revisionnum in (select porevisionnum from invoiceline where invoicenum=:invoicenum and siteid=:siteid and invoicelinenum=:invoicelinenum) and polinenum in (select polinenum from invoiceline where invoicenum=:invoicenum and siteid=:siteid and invoicelinenum=:invoicelinenum) and  ponum in (select ponum from invoiceline where invoicenum=:invoicenum and siteid=:siteid and invoicelinenum=:invoicelinenum) and siteid  in (select positeid from invoiceline where invoicenum=:invoicenum and siteid=:siteid and invoicelinenum=:invoicelinenum),-,-,Relationship to the PO line table,used to find all PO line records for a given INVOICE line. (polineid in (select polineid from prline where ponum=poline.ponum and siteid=poline.siteid  and polinenum=poline.polinenum)). The resulting set will contain zero or more objects.
BASE,POLINEVIEW,INVOICE,POLINE,exists (select 1 from invoiceline where poline.revisionnum = invoiceline.porevisionnum and poline.ponum = invoiceline.ponum and poline.polinenum = invoiceline.polinenum and poline.siteid = invoiceline.positeid and invoiceline.invoicenum = :invoicenum and invoiceline.siteid=:siteid),-,-,Relationship to the PO line table,used to find all PO line records for a given INVOICE. The resulting set will contain zero or more objects.
BASE,PRLINEVIEW,INVOICELINE,PRLINE,polinenum in (select polinenum from invoiceline where invoicenum=:invoicenum and siteid=:siteid and polinenum=:polinenum) and  ponum in (select ponum from invoiceline where invoicenum=:invoicenum and siteid=:siteid and polinenum=:polinenum) and siteid  in (select positeid from invoiceline where invoicenum=:invoicenum and siteid=:siteid and polinenum=:polinenum),-,-,Relationship to the PO line table,used to find all PO line records for a given INVOICE line. (polineid in (select polineid from prline where ponum=poline.ponum and siteid=poline.siteid  and polinenum=poline.polinenum)). The resulting set will contain zero or more objects.
BASE,PRLINEVIEW,INVOICE,PRLINE,exists (select 1 from poline  where exists ( select 1 from invoiceline where poline.revisionnum = invoiceline.porevisionnum and poline.ponum = invoiceline.ponum and poline.polinenum = invoiceline.polinenum and poline.siteid = invoiceline.positeid and invoiceline.invoicenum = :invoicenum and invoiceline.siteid=:siteid) and prline.ponum=poline.ponum and prline.siteid=poline.siteid and prline.polinenum=poline.polinenum),-,-,Relationship to the PO line table,used to find all PO line records for a given INVOICE. The resulting set will contain zero or more objects.
BASE,OOG_DL_TEMPSITE,PLUSCTEMPLATE,OOG_TEMPLATE_SITE,1=2,-,0,-,97552
BASE,HISTWEATHERLAST30,SERVICEADDRESS,HISTWEATHER,resourcename='HISTWEATHER'&location=geocode&laty=attr:latitudey&longx=attr:longitudex&startDate=-CURRENT DATE--30&endDate=-CURRENT DATE-,-,-,Relation from Service Address to show historical weather. This relationship will return many rows.,98676
BASE,CATEGORIES2,WEATHERALERTDET,CATEGORIES2,-,-,-,Relation from top object to categories. This relationship will return one or more rows.,98653
BASE,RESPONSE_TYPES2,WEATHERALERTDET,RESPONSE_TYPES2,-,-,-,Relation from top object to response types. This relationship will return one or more rows.,98654
BASE,TEXTS,WEATHERALERTDET,TEXTS,-,-,-,Relation from top object to texts. This relationship will return one or more rows.,98655
BASE,CATEGORIES,ALERTS,CATEGORIES,-,-,-,Relation from alerts to categories. This relationship will return one or more rows.,98659
BASE,ALERTS,WEATHERALERT,ALERTS,-,-,-,Relation from top object to alerts. This relationship will return one or more rows.,98657
BASE,RESPONSE_TYPES,ALERTS,RESPONSE_TYPES,-,-,-,Relation from alerts to respond types. This relationship will return one or more rows.,98658
BASE,WEATHERALERT,SERVICEADDRESS,WEATHERALERT,geocode&laty=attr:latitudey&longx=attr:longitudex,-,-,Relation from Service Address to alerts. This relationship will return one or more rows.,98660
BASE,WEATHERALERT,PERSON,WEATHERALERT,location=location&postalcode=attr:postalcode&country=attr:country,-,-,Relation from Person to show alerts. This relationship will return one row.,98661
BASE,WEATHERALERT,ADDRESS,WEATHERALERT,location=location&postalcode=attr:address4&country=attr:address5,-,-,Relation from Address to show alerts. This relationship will return one row.,98662
BASE,MAXINTOBJECT,OSEVENT,MAXINTOBJECT,intobjectname=:intobjectname,-,-,Relationship to get Object Structure description.  This relationship will return one row.,98663
BASE,OSUSERSUBSCRIPTION,OSEVENT,OSUSERSUBSCRIPTION,eventname=:eventname and intobjectname=:intobjectname,-,-,Relationship to get Object Structure description.  This relationship will return one row.,98664
BASE,OSUSERNOTIFICATION,OSEVENT,OSUSERNOTIFICATION,eventname=:eventname and intobjectname=:intobjectname,-,-,Relationship to get Object Structure description.  This relationship will return one row.,98665
BASE,IOTFDEVICEMAPPING,IOTFDEVICETYPECFG,IOTFDEVICEMAPPING,iotservicename=:iotservicename and endpointname=:endpointname and devicetype=:devicetype,-,-,Relation from iotf device type configuration to device mapping,98666
BASE,IOTFDEVICEMAPPING,ASSETMETER,IOTFDEVICEMAPPING,metername=:metername and devicetype=:devicetype,-,-,Relation from iotf device type configuration to device mapping,98667
BASE,QUERYTEMPLATEATTR,QUERYTEMPLATE,QUERYTEMPLATEATTR,owner = :owner and templatename = :templatename and ((intobjectname is null and objectname = :objectname) or (objectname is null and intobjectname = :intobjectname)),-,-,Query Template Configuration,98668
BASE,QUERYTEMPLATE,WORKSCAPELAYOUT,QUERYTEMPLATE,templatename=:templatename and ((owner=:owner) or (owner is null and :owner is null)) and intobjectname = :osname,-,-,The relationship from AH Workscape Layout to Query Template,98669
BASE,WORKSCAPELAYOUT,QUERYTEMPLATE,WORKSCAPELAYOUT,templatename=:templatename and ((owner=:owner) or (owner is null and :owner is null)) and osname = :intobjectname,-,-,Relationship from Query Template to AH Workscape Layout,98670
BASE,ASSET,OSUSERNOTIFICATION,ASSET,assetuid = :objectid,-,-,Relationship from notification to the asset,98671
BASE,TOPLEVELLOC,LOCSYSTEM,LOCATIONS,location in (select location from lochierarchy where systemid=:systemid and parent is null and siteid=:siteid) and siteid=:siteid,-,-,Relationship to get the top level location for a system,98672
BASE,HOURLYFORECAST,PERSON,HOURLYFORECAST,location=location&postalcode=attr:postalcode&locationcode=4&country=attr:country&hours=24hour,-,-,Relation from Person to show hourly forecast. This relationship will return many rows.,98673
BASE,HOURLYFORECAST,ADDRESS,HOURLYFORECAST,location=location&postalcode=attr:address4&locationcode=4&country=attr:address5&hours=24hour,-,-,Relation from Address to show hourly forecast. This relationship will return many rows.,98674
BASE,HISTWEATHER,PERSON,HISTWEATHER,location=location&postalcode=attr:postalcode&locationcode=4&country=attr:country&&startDate=attr:displayfrom^yyyyMMdd^&endDate=attr:displayto^yyyyMMdd^,-,-,Relation from Person to show historical weather. This relationship will return many rows.,98675
BASE,HISTWEATHERLAST30,WOSERVICEADDRESS,HISTWEATHER,resourcename='HISTWEATHER'&location=geocode&laty=attr:latitudey&longx=attr:longitudex&startDate=-CURRENT DATE--30&endDate=-CURRENT DATE-,-,-,Relation from Workorder Service Address to show historical weather. This relationship will return many rows.,98677
BASE,IOTFHISTORIAN,IOTFCFG,IOTFHISTORIAN,historian=:historian,-,-,Relation from iotf to Historian. This relationship will return one row.,98678
BASE,MAXENDPOINT,IOTFHISTORIAN,MAXENDPOINT,endpointname=:endpointname,-,-,Relation from iotf Historian to show end point details. This relationship will return many rows.,98679
BASE,WORKSCAPELAYOUT,OSLCQUERY,WORKSCAPELAYOUT,osname=:intobjectname and savedquery=:clausename,-,-,layout query,98680
BASE,QUERYTEMPLATE,MAXINTOBJECT,QUERYTEMPLATE,intobjectname=:intobjectname,-,-,List of query templates for Object Structure,98681
BASE,WFINSTANCE,WFASSIGNMENT,WFINSTANCE,wfid=:wfid,-,-,Relation to wfinstance,98682
BASE,ENTRYLIST,BIMATTRIBUTEMAP,BIMATTRIBUTEMAPENTRY,BIMATTRIBUTEMAPID = :BIMATTRIBUTEMAPID,-,-,List of all attribute mappings,98683
BASE,FIELDS,BIMATTRIBUTEMAPENTRY,MAXATTRIBUTE,objectname IN ( 'ASSET','LOCATIONS','BIMPRODUCT','BIMDESIGNSPEC','JOBPLAN'
BASE,SPECLIST,BIMATTRIBUTEMAP,BIMSPECMAPENTRY,BIMATTRIBUTEMAPID = :BIMATTRIBUTEMAPID,-,-,List of all specification mappings,98685
BASE,ASSETATTR,BIMSPECMAPENTRY,ASSETATTRIBUTE,ASSETATTRID =:ASSETATTRID  AND ( orgid=:orgid or orgid is null ) and ( siteid=:siteid or siteid is null ),-,-,The ASSETATTRIBUTE associated with the map entry.,98686
BASE,SPECLIST,BIMTYPEMAP,BIMSPECMAPENTRY,BIMATTRIBUTEMAPID = :BIMTYPEMAPID,-,-,List of all specification mappings,98687
BASE,ENTRYLIST,BIMFILTER,BIMFILTERENTRY,BIMFILTERID = :BIMFILTERID,-,-,List of all attribute mappings,98688
BASE,LOCOPER,BIMPROJECT,LOCOPER,location=:PARENTLOC and siteid=:SITEID,-,-,relationship to LOCOPER,98689
BASE,DRILLDOWN,BIMPROJECT,DRILLDOWN,-,-,-,relationship for DRILLDOWN table,98690
BASE,BOOKMARK,BIMPROJECT,BOOKMARK,app='BIMPROJECT' and keyvalue=:BIMPROJECTID,-,-,Relationship to the bookmark records,used to find the bookmark records for a given asset.
BASE,PLUSGLOCFAILUREMODE,PLUSGREGULATION,PLUSGLOCFAILUREMODE,plusgregulationid = :plusgregulationid,-,-,Shows Regulations of an failure mode.,99240
BASE,PLUSGREG,PLUSGLOCFAILUREMODE,PLUSGREGULATION,plusgregulationid = :plusgregulationid,-,-,Shows Regulations for failure mode,99241
BASE,PM,PLUSGLOCFAILUREMODE,PM,pmuid = :pmuid,-,-,Shows pm for failure mode,99242
